date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:23:38	12792/12792	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:39%20GMT	https://www.fine-industries.com/our-team.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/our-team.html	(from https://www.fine-industries.com/)
14:23:39	14234/14234	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:39%20GMT	https://www.fine-industries.com/ms-flange.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/ms-flange.html	(from https://www.fine-industries.com/)
14:23:40	14357/14357	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:40%20GMT	https://www.fine-industries.com/carbon-steel-flanges.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/carbon-steel-flanges.html	(from https://www.fine-industries.com/)
14:23:40	13910/13910	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:40%20GMT	https://www.fine-industries.com/mild-steel-flanges.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/mild-steel-flanges.html	(from https://www.fine-industries.com/)
14:23:40	14374/14374	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:41%20GMT	https://www.fine-industries.com/stainless-steel-flanges.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/stainless-steel-flanges.html	(from https://www.fine-industries.com/)
14:23:41	13833/13833	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:41%20GMT	https://www.fine-industries.com/forged-flanges.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/forged-flanges.html	(from https://www.fine-industries.com/)
14:23:41	13792/13792	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:42%20GMT	https://www.fine-industries.com/weldneck.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/weldneck.html	(from https://www.fine-industries.com/)
14:23:42	18010/18010	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:42%20GMT	https://www.fine-industries.com/pipe-fitting.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/pipe-fitting.html	(from https://www.fine-industries.com/)
14:23:42	13744/13744	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:43%20GMT	https://www.fine-industries.com/socket-weld-fittings.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/socket-weld-fittings.html	(from https://www.fine-industries.com/)
14:23:43	13781/13781	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:43%20GMT	https://www.fine-industries.com/threaded-elbow-fittings.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/threaded-elbow-fittings.html	(from https://www.fine-industries.com/)
14:23:43	13764/13764	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:43%20GMT	https://www.fine-industries.com/concentric-reducer.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/concentric-reducer.html	(from https://www.fine-industries.com/)
14:23:44	13670/13670	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:44%20GMT	https://www.fine-industries.com/barrel-nipple-connector.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/barrel-nipple-connector.html	(from https://www.fine-industries.com/)
14:23:44	13668/13668	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:44%20GMT	https://www.fine-industries.com/hose-nipple-stainless-steel.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/hose-nipple-stainless-steel.html	(from https://www.fine-industries.com/)
14:23:45	13565/13565	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:45%20GMT	https://www.fine-industries.com/stainless-steel-connectors.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/stainless-steel-connectors.html	(from https://www.fine-industries.com/)
14:23:45	13555/13555	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:45%20GMT	https://www.fine-industries.com/valve.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/valve.html	(from https://www.fine-industries.com/)
14:23:45	13424/13424	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:46%20GMT	https://www.fine-industries.com/profile-cutting.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/profile-cutting.html	(from https://www.fine-industries.com/)
14:23:46	13465/13465	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:46%20GMT	https://www.fine-industries.com/ms-plate.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/ms-plate.html	(from https://www.fine-industries.com/)
14:23:46	13451/13451	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:46%20GMT	https://www.fine-industries.com/ss-plate.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/ss-plate.html	(from https://www.fine-industries.com/)
14:23:47	13279/13279	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:47%20GMT	https://www.fine-industries.com/pipe-erw.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/pipe-erw.html	(from https://www.fine-industries.com/)
14:23:47	13349/13349	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:47%20GMT	https://www.fine-industries.com/pipe-seamless.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/pipe-seamless.html	(from https://www.fine-industries.com/)
14:23:48	13298/13298	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:48%20GMT	https://www.fine-industries.com/round-bar.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/round-bar.html	(from https://www.fine-industries.com/)
14:23:48	13340/13340	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:48%20GMT	https://www.fine-industries.com/fastners.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/fastners.html	(from https://www.fine-industries.com/)
14:23:48	13188/13188	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:48%20GMT	https://www.fine-industries.com/steel-angles.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/steel-angles.html	(from https://www.fine-industries.com/)
14:23:49	13429/13429	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:49%20GMT	https://www.fine-industries.com/steel-channel.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/steel-channel.html	(from https://www.fine-industries.com/)
14:23:49	13392/13392	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:49%20GMT	https://www.fine-industries.com/steel-beam.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/steel-beam.html	(from https://www.fine-industries.com/)
14:23:50	26950/26950	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:50%20GMT	https://www.fine-industries.com/gallery.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/gallery.html	(from https://www.fine-industries.com/)
14:23:50	19023/19023	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:50%20GMT	https://www.fine-industries.com/certificates.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/certificates.html	(from https://www.fine-industries.com/)
14:23:52	14663/14663	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:52%20GMT	https://www.fine-industries.com/client.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/client.html	(from https://www.fine-industries.com/)
14:23:55	16384/16384	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2012:23:54%20GMT	https://www.fine-industries.com/contact.php	C:/My%20Web%20Sites/swg111/www.fine-industries.com/contact.html	(from https://www.fine-industries.com/)
14:23:57	107482/107482	---M--	200	added ('OK')	image/jpeg	etag:%22f1b78314fa4d51:0%22	https://www.fine-industries.com/img/steel-pipe-fittings.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/steel-pipe-fittings.jpg	(from https://www.fine-industries.com/)
14:23:58	68085/68085	---M--	200	added ('OK')	image/jpeg	etag:%225326a173da0d51:0%22	https://www.fine-industries.com/img/stainless-steel-flanges.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/stainless-steel-flanges.jpg	(from https://www.fine-industries.com/)
14:24:00	96795/96795	---M--	200	added ('OK')	image/jpeg	etag:%22f4aa9d74ea4d51:0%22	https://www.fine-industries.com/img/stainless-steel-valves.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/stainless-steel-valves.jpg	(from https://www.fine-industries.com/)
14:24:02	84539/84539	---M--	200	added ('OK')	image/jpeg	etag:%22e69a17163da0d51:0%22	https://www.fine-industries.com/img/stainless-steel-fasteners.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/stainless-steel-fasteners.jpg	(from https://www.fine-industries.com/)
14:24:03	33586/33586	---M--	200	added ('OK')	image/jpeg	etag:%22a618421e684d51:0%22	https://www.fine-industries.com/img/brochure.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/brochure.jpg	(from https://www.fine-industries.com/)
14:24:04	7411/7411	---M--	200	added ('OK')	image/png	etag:%22cc9d5d3ae684d51:0%22	https://www.fine-industries.com/img/shadow.png	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/shadow.png	(from https://www.fine-industries.com/)
14:24:05	100088/100088	---M--	200	added ('OK')	image/jpeg	etag:%222f16542fe684d51:0%22	https://www.fine-industries.com/img/image2.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/image2.jpg	(from https://www.fine-industries.com/)
14:24:06	31309/31309	---M--	200	added ('OK')	image/jpeg	etag:%226ce4d3244aa4d51:0%22	https://www.fine-industries.com/img/pipe-fittings.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/pipe-fittings.jpg	(from https://www.fine-industries.com/)
14:24:08	26520/26520	---M--	200	added ('OK')	image/jpeg	etag:%229b60ef04aa4d51:0%22	https://www.fine-industries.com/img/fastener-valve.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/fastener-valve.jpg	(from https://www.fine-industries.com/)
14:24:10	53527/53527	---M--	200	added ('OK')	image/jpeg	etag:%22685d1c749a4d51:0%22	https://www.fine-industries.com/img/profile-cuttings.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/profile-cuttings.jpg	(from https://www.fine-industries.com/)
14:24:14	49543/49543	---M--	200	added ('OK')	image/jpeg	etag:%22f9cfc65b4aa4d51:0%22	https://www.fine-industries.com/img/mild-steel-plate.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/mild-steel-plate.jpg	(from https://www.fine-industries.com/)
14:24:15	45088/45088	---M--	200	added ('OK')	image/jpeg	etag:%22904e1c9d4aa4d51:0%22	https://www.fine-industries.com/img/stainless-steel-pipe.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/stainless-steel-pipe.jpg	(from https://www.fine-industries.com/)
14:24:17	113589/113589	---M--	200	added ('OK')	image/jpeg	etag:%229b19b92ee684d51:0%22	https://www.fine-industries.com/img/image1.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/image1.jpg	(from https://www.fine-industries.com/)
14:24:18	40865/40865	---M--	200	added ('OK')	image/jpeg	etag:%22f47bb4e34aa4d51:0%22	https://www.fine-industries.com/img/structural-steel.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/structural-steel.jpg	(from https://www.fine-industries.com/)
14:24:20	83977/83977	---M--	200	added ('OK')	image/jpeg	etag:%22cb39b2d3ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-industry.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-industry.jpg	(from https://www.fine-industries.com/)
14:24:22	78555/78555	---M--	200	added ('OK')	image/jpeg	etag:%229c8ef92c3ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-company.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-company.jpg	(from https://www.fine-industries.com/)
14:24:25	102835/102835	---M--	200	added ('OK')	image/jpeg	etag:%22efa4712c3ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-factory.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-factory.jpg	(from https://www.fine-industries.com/)
14:24:27	91328/91328	---M--	200	added ('OK')	image/jpeg	etag:%224f6a33243ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-organization.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-organization.jpg	(from https://www.fine-industries.com/)
14:24:30	65688/65688	---M--	200	added ('OK')	image/jpeg	etag:%223de37c1f3ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-mumbai.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-mumbai.jpg	(from https://www.fine-industries.com/)
14:24:30	110189/110189	---M--	200	added ('OK')	image/jpeg	etag:%22e49e71213ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-fittings.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-fittings.jpg	(from https://www.fine-industries.com/)
14:24:35	77287/77287	---M--	200	added ('OK')	image/jpeg	etag:%22131cf41f3ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-companies.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-companies.jpg	(from https://www.fine-industries.com/)
14:24:37	81738/81738	---M--	200	added ('OK')	image/jpeg	etag:%227acf9a233ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel.jpg	(from https://www.fine-industries.com/)
14:24:37	87133/87133	---M--	200	added ('OK')	image/jpeg	etag:%22c61dfe2f3ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-industries.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-industries.jpg	(from https://www.fine-industries.com/)
14:24:41	88585/88585	---M--	200	added ('OK')	image/jpeg	etag:%2295755223ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-products.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-products.jpg	(from https://www.fine-industries.com/)
14:24:41	95378/95378	---M--	200	added ('OK')	image/jpeg	etag:%22f2ac9b223ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-ind.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-ind.jpg	(from https://www.fine-industries.com/)
14:24:41	101129/101129	---M--	200	added ('OK')	image/jpeg	etag:%22175c9233ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-product.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-product.jpg	(from https://www.fine-industries.com/)
14:24:44	114185/114185	---M--	200	added ('OK')	image/jpeg	etag:%229d66db203ba0d51:0%22	https://www.fine-industries.com/img/hm-using/stainless-steel-pipe.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/hm-using/stainless-steel-pipe.jpg	(from https://www.fine-industries.com/)
14:24:47	24832/24832	---M--	200	added ('OK')	image/png	etag:%2262bbb34e684d51:0%22	https://www.fine-industries.com/img/make-in-india.png	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/make-in-india.png	(from https://www.fine-industries.com/)
14:24:48	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265cbb0fd-4d7%22	https://www.fine-industries.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/swg111/www.fine-industries.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.fine-industries.com/)
14:24:59	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%229517b447e684d51:0%22	https://www.fine-industries.com/js/bootstrap.min.js	C:/My%20Web%20Sites/swg111/www.fine-industries.com/js/bootstrap.min.js	(from https://www.fine-industries.com/)
14:25:00	97163/97163	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	C:/My%20Web%20Sites/swg111/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://www.fine-industries.com/)
14:25:02	1735/1735	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a23b1848e684d51:0%22	https://www.fine-industries.com/js/menu.js	C:/My%20Web%20Sites/swg111/www.fine-industries.com/js/menu.js	(from https://www.fine-industries.com/)
14:25:05	12946/12946	---MCZ	200	added ('OK')	application/javascript	etag:W/%223254447e684d51:0%22	https://www.fine-industries.com/js/animated-slider.js	C:/My%20Web%20Sites/swg111/www.fine-industries.com/js/animated-slider.js	(from https://www.fine-industries.com/)
14:25:06	84265/84265	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-14929%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.6.0/slick.js	C:/My%20Web%20Sites/swg111/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.6.0/slick.js	(from https://www.fine-industries.com/)
14:25:07	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2294d6671be684d51:0%22	https://www.fine-industries.com/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/swg111/www.fine-industries.com/fonts/glyphicons-halflings-regular.eot	(from https://www.fine-industries.com/css/bootstrap.min.css)
14:25:08	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2294d6671be684d51:0%22	https://www.fine-industries.com/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/swg111/www.fine-industries.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.fine-industries.com/css/bootstrap.min.css)
14:25:09	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:%22a33431ce684d51:0%22	https://www.fine-industries.com/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/swg111/www.fine-industries.com/fonts/glyphicons-halflings-regular.woff2	(from https://www.fine-industries.com/css/bootstrap.min.css)
14:25:10	23424/23424	---MCZ	200	added ('OK')	font/x-woff	etag:W/%228f5bc1ce684d51:0%22	https://www.fine-industries.com/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/swg111/www.fine-industries.com/fonts/glyphicons-halflings-regular.woff	(from https://www.fine-industries.com/css/bootstrap.min.css)
14:25:11	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%221635e61be684d51:0%22	https://www.fine-industries.com/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/swg111/www.fine-industries.com/fonts/glyphicons-halflings-regular.ttf	(from https://www.fine-industries.com/css/bootstrap.min.css)
14:25:13	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2288998b1be684d51:0%22	https://www.fine-industries.com/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/fonts/glyphicons-halflings-regular.svg	(from https://www.fine-industries.com/css/bootstrap.min.css)
14:25:14	16336/16336	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jun%202019%2011:40:06%20GMT	https://www.rajendrafittings.com/images/background.png	C:/My%20Web%20Sites/swg111/www.rajendrafittings.com/images/background.png	(from https://www.fine-industries.com/css/style.css)
14:25:15	1598/1598	---M--	200	added ('OK')	image/png	etag:%22f5fd143ee684d51:0%22	https://www.fine-industries.com/img/zoom.png	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/zoom.png	(from https://www.fine-industries.com/css/style.css)
14:25:15	20344966/20344966	---M--	200	added ('OK')	application/pdf	etag:%228284613be684d51:0%22	https://www.fine-industries.com/img/brochure.pdf	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/brochure.pdf	(from https://www.fine-industries.com/)
14:25:16	2447/2447	---M--	200	added ('OK')	image/png	etag:%22577eda23e684d51:0%22	https://www.fine-industries.com/img/foot_deco.png	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/foot_deco.png	(from https://www.fine-industries.com/css/style.css)
14:25:18	164946/164946	---M--	200	added ('OK')	image/jpeg	etag:%22e227f483e6a5d51:0%22	https://fine-industries.com/img/counter_bg.jpg	C:/My%20Web%20Sites/swg111/fine-industries.com/img/counter_bg.jpg	(from https://www.fine-industries.com/css/style.css)
14:25:19	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2012:25:19%20GMT	https://www.fine-industries.com/fonts/script-mt-bold.TTF	C:/My%20Web%20Sites/swg111/www.fine-industries.com/fonts/script-mt-bold.TTF	(from https://www.fine-industries.com/css/animated-slider.css)
14:25:19	71238/71238	---M--	200	added ('OK')	image/jpeg	etag:%226ff01321e684d51:0%22	https://www.fine-industries.com/img/banner_inner_page.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/banner_inner_page.jpg	(from https://www.fine-industries.com/css/style.css)
14:25:20	137974/137974	---M--	200	added ('OK')	image/jpeg	etag:%223cb3fe1de684d51:0%22	https://www.fine-industries.com/img/about.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/about.jpg	(from https://www.fine-industries.com/about.php)
14:25:22	143054/143054	---M--	200	added ('OK')	image/jpeg	etag:%22d54c1637e684d51:0%22	https://www.fine-industries.com/img/msflanges3.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/msflanges3.jpg	(from https://www.fine-industries.com/ms-flange.php)
14:25:22	101097/101097	---M--	200	added ('OK')	image/jpeg	etag:%22dde6c522e684d51:0%22	https://www.fine-industries.com/img/c_s_flanges.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/c_s_flanges.jpg	(from https://www.fine-industries.com/carbon-steel-flanges.php)
14:25:23	71756/71756	---M--	200	added ('OK')	image/jpeg	etag:%22c84423be684d51:0%22	https://www.fine-industries.com/img/ss-flanges.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/ss-flanges.jpg	(from https://www.fine-industries.com/stainless-steel-flanges.php)
14:25:24	99218/99218	---M--	200	added ('OK')	image/jpeg	etag:%2213b67024e684d51:0%22	https://www.fine-industries.com/img/forged-flanges.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/forged-flanges.jpg	(from https://www.fine-industries.com/forged-flanges.php)
14:25:25	37414/37414	---M--	200	added ('OK')	image/jpeg	etag:%22629df33de684d51:0%22	https://www.fine-industries.com/img/weldneck.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/weldneck.jpg	(from https://www.fine-industries.com/weldneck.php)
14:25:26	54945/54945	---M--	200	added ('OK')	image/jpeg	etag:%22bd309638e684d51:0%22	https://www.fine-industries.com/img/pipe-fitting.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/pipe-fitting.jpg	(from https://www.fine-industries.com/pipe-fitting.php)
14:25:28	117215/117215	---M--	200	added ('OK')	image/jpeg	etag:%22d98edb35e684d51:0%22	https://www.fine-industries.com/img/ms-round-pipes.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/ms-round-pipes.jpg	(from https://www.fine-industries.com/pipe-fitting.php)
14:25:28	86941/86941	---M--	200	added ('OK')	image/jpeg	etag:%22708b7636e684d51:0%22	https://www.fine-industries.com/img/ms-square-pipes.jpg	C:/My%20Web%20Sites/swg111/www.fine-industries.com/img/ms-square-pipes.jpg	(from https://www.fine-industries.com/pipe-fitting.php)
